type,value,role,label,source
md5,bfde4ce59c001e81285fa47894d33c9c,malware,VShell,MalwareBazaar
sha256,e2203289b4c2d77db4ef3adbf25195316b89f77ec8c43f0262361f065e8bf0ce,malware,VShell,MalwareBazaar
md5,6269801c765a900ba0678162abff0927,malware,VShell,MalwareBazaar
sha256,c66096943a9082373e478a0e8743f44c090fbc5172e160cd9c9f35dc004314a1,malware,VShell,MalwareBazaar
md5,7e4a84e95d63b37384ed8206c941c1db,malware,VShell,MalwareBazaar
sha256,0242e4675a8c55d179341a617c074e6d8c5752ac4158f73cdbec8a400a9e306a,malware,VShell,MalwareBazaar
md5,fdd144d91afd66526f7ec1de3444241e,malware,VShell,MalwareBazaar
sha256,6f102146c656ffdc9a31fbbbeb8e319b00898e485f93b76c5ad04a964bfd4fdc,malware,VShell,MalwareBazaar
md5,e4af26495ed4dcd0aeaffeab4ef41cd0,malware,VShell,MalwareBazaar
sha256,011cdd15e68b1c3b2c346bf52193081a518b92a68c588d7fbc238f08c2c9b3b9,malware,VShell,MalwareBazaar
md5,1b715ec1eeee448293ed01ce8a347588,malware,VShell,MalwareBazaar
sha256,75442883389d98c60504f7b837d4fae3734b8f296b62139aad3e1a77d4d08a8b,malware,ConnectWise,MalwareBazaar
md5,9648b44d2e16e588e27daf5e0dcc4e3a,malware,ConnectWise,MalwareBazaar
sha256,e401bb0221be358e9639b552e367cf7cc2d6ce9b9c8cf2721a0ac877fbd2ecaa,malware,VShell,MalwareBazaar
md5,7f914bc68837c62d4491bef8a9571686,malware,VShell,MalwareBazaar
sha256,beccb2cbc29a0c839af07e7f6e29473f6aa9b162960447a5c19733e19757e0b8,malware,VShell,MalwareBazaar
md5,353637292a6e6533a1fccfe2f4ddc6b7,malware,VShell,MalwareBazaar
ip,154.91.57.118,exfil,VShell,ThreatFox
ip,154.91.57.115,exfil,VShell,ThreatFox
ip,154.91.57.110,exfil,VShell,ThreatFox
ip,154.91.56.116,exfil,VShell,ThreatFox
ip,154.91.57.105,exfil,VShell,ThreatFox
ip,46.151.182.200,exfil,Bashlite,ThreatFox
ip,154.91.56.113,exfil,VShell,ThreatFox
ip,154.91.56.106,exfil,VShell,ThreatFox
ip,154.91.56.100,exfil,VShell,ThreatFox
ip,134.122.202.217,exfil,Unknown malware,ThreatFox
